Resultados Elecciones Generales Presidenciales 2021 - 

"LORETO"
""
""
"Electores hábiles","Participación ciudadana","(%)Participación Ciudadana"
"521,804","334,159","64.039"
""
""
" ","Organización Política","Porcentaje Válidos"
"PARTIDO NACIONALISTA PERUANO","18,617","7.297"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","955","0.374"
"PARTIDO MORADO","4,304","1.687"
"PERU PATRIA SEGURA","1,009","0.395"
"VICTORIA NACIONAL","36,093","14.146"
"ACCION POPULAR","26,906","10.546"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","16,818","6.592"
"PODEMOS PERU","20,003","7.840"
"JUNTOS POR EL PERU","15,987","6.266"
"PARTIDO POPULAR CRISTIANO - PPC","2,992","1.173"
"FUERZA POPULAR","42,705","16.738"
"UNION POR EL PERU","1,329","0.521"
"RENOVACION POPULAR","14,499","5.683"
"RENACIMIENTO UNIDO NACIONAL","969","0.380"
"PARTIDO DEMOCRATICO SOMOS PERU","7,359","2.884"
"PARTIDO POLITICO NACIONAL PERU LIBRE","13,008","5.098"
"DEMOCRACIA DIRECTA","827","0.324"
"ALIANZA PARA EL PROGRESO","30,758","12.055"
"TOTAL DE VOTOS VÁLIDOS","255,138","100.000"
"VOTOS EN BLANCO","60,323",""
"VOTOS NULOS","18,698",""
"TOTAL DE VOTOS EMITIDOS","334,159",""
""
""
"Actas","Actas Procesadas 78.512%","Actas Enviadas al JNE"
"2,392","1,878","106"
""
""
"MESAS A INSTALAR"
"MESAS INSTALADAS(N)","MESAS NO INSTALADAS(O)","MESAS POR INFORMAR(P)"
"1,878","0","499"
""
""
"ACTAS A RESOLVER POR EL AL JNE"
"Con Votos Impugnados","Con Error Material","Con Ilegibilidad","Incompleta","Con Solicitud de Nulidad","Acta sin datos","Acta Extraviada","Acta Siniestrada","Acta sin Firmas","Con más de un tipo de Observación"
"8","57","3","4","0","1","0","0","12","21"
""
""
"ANULADAS POR RESOLUCIÓN"
"CONTALIZABILIZADAS ANULADAS(L)","ACTAS DE MESAS NO INSTALADAS(M)"
"0","0"
""
""
"ACTAS POR PROCESAR(21.488)%"
"514"
""
""
