Resultados Elecciones Generales Presidenciales 2021 - 

"LA LIBERTAD"
""
""
"Electores hábiles","Participación ciudadana","(%)Participación Ciudadana"
"1,192,250","822,759","69.009"
""
""
" ","Organización Política","Porcentaje Válidos"
"PARTIDO NACIONALISTA PERUANO","3,741","0.565"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","2,228","0.336"
"PARTIDO MORADO","11,492","1.735"
"PERU PATRIA SEGURA","2,538","0.383"
"VICTORIA NACIONAL","30,774","4.647"
"ACCION POPULAR","39,543","5.971"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","73,580","11.111"
"PODEMOS PERU","32,275","4.874"
"JUNTOS POR EL PERU","31,988","4.830"
"PARTIDO POPULAR CRISTIANO - PPC","7,290","1.101"
"FUERZA POPULAR","108,136","16.329"
"UNION POR EL PERU","2,334","0.352"
"RENOVACION POPULAR","83,017","12.536"
"RENACIMIENTO UNIDO NACIONAL","2,083","0.315"
"PARTIDO DEMOCRATICO SOMOS PERU","11,408","1.723"
"PARTIDO POLITICO NACIONAL PERU LIBRE","77,544","11.710"
"DEMOCRACIA DIRECTA","2,618","0.395"
"ALIANZA PARA EL PROGRESO","139,634","21.086"
"TOTAL DE VOTOS VÁLIDOS","662,223","100.000"
"VOTOS EN BLANCO","110,215",""
"VOTOS NULOS","50,321",""
"TOTAL DE VOTOS EMITIDOS","822,759",""
""
""
"Actas","Actas Procesadas 86.871%","Actas Enviadas al JNE"
"4,852","4,215","169"
""
""
"MESAS A INSTALAR"
"MESAS INSTALADAS(N)","MESAS NO INSTALADAS(O)","MESAS POR INFORMAR(P)"
"4,215","0","637"
""
""
"ACTAS A RESOLVER POR EL AL JNE"
"Con Votos Impugnados","Con Error Material","Con Ilegibilidad","Incompleta","Con Solicitud de Nulidad","Acta sin datos","Acta Extraviada","Acta Siniestrada","Acta sin Firmas","Con más de un tipo de Observación"
"21","97","3","4","0","0","0","0","12","32"
""
""
"ANULADAS POR RESOLUCIÓN"
"CONTALIZABILIZADAS ANULADAS(L)","ACTAS DE MESAS NO INSTALADAS(M)"
"0","0"
""
""
"ACTAS POR PROCESAR(13.129)%"
"637"
""
""
